participant_id,raw,comp,delta,raw_label,comp_label,changed_label,seq_pct_changed,seq_changed_n,seq_total_n
l1_155,0.2777777777777778,0.2777777777777778,0.0,"('answer_0(top)', 'answer_1(left)', 'answer_3(bottom)', 'answer_2(right)')","('answer_0(top)', 'answer_1(left)', 'answer_3(bottom)', 'answer_2(right)')",False,0.018518518518518517,1,54
l21_227,0.5740740740740741,0.5740740740740741,0.0,"('answer_0(top)', 'answer_1(left)', 'answer_3(bottom)', 'answer_2(right)')","('answer_0(top)', 'answer_1(left)', 'answer_3(bottom)', 'answer_2(right)')",False,0.018518518518518517,1,54
l23_235,0.3148148148148148,0.3333333333333333,0.01851851851851849,"('answer_0(top)', 'answer_1(left)', 'answer_2(right)', 'answer_3(bottom)')","('answer_0(top)', 'answer_1(left)', 'answer_2(right)', 'answer_3(bottom)')",False,0.12962962962962962,7,54
l38_285,0.4444444444444444,0.4444444444444444,0.0,"('answer_0(top)', 'answer_2(right)', 'answer_3(bottom)', 'answer_1(left)')","('answer_0(top)', 'answer_2(right)', 'answer_3(bottom)', 'answer_1(left)')",False,0.018518518518518517,1,54
l15_214,0.37037037037037035,0.37037037037037035,0.0,"('answer_0(top)', 'answer_2(right)', 'answer_3(bottom)', 'answer_1(left)')","('answer_0(top)', 'answer_2(right)', 'answer_3(bottom)', 'answer_1(left)')",False,0.0,0,54
l33_258,0.5740740740740741,0.5925925925925926,0.01851851851851849,"('answer_0(top)', 'answer_2(right)', 'answer_3(bottom)', 'answer_1(left)')","('answer_0(top)', 'answer_2(right)', 'answer_3(bottom)', 'answer_1(left)')",False,0.037037037037037035,2,54
l9_195,0.5185185185185185,0.5185185185185185,0.0,"('answer_0(top)', 'answer_1(left)', 'answer_3(bottom)', 'answer_2(right)')","('answer_0(top)', 'answer_1(left)', 'answer_3(bottom)', 'answer_2(right)')",False,0.0,0,54
l16_215,0.8518518518518519,0.8518518518518519,0.0,"('answer_0(top)', 'answer_2(right)', 'answer_3(bottom)', 'answer_1(left)')","('answer_0(top)', 'answer_2(right)', 'answer_3(bottom)', 'answer_1(left)')",False,0.018518518518518517,1,54
l45_306,0.35185185185185186,0.35185185185185186,0.0,"('answer_0(top)', 'answer_1(left)', 'answer_3(bottom)', 'answer_2(right)')","('answer_0(top)', 'answer_1(left)', 'answer_3(bottom)', 'answer_2(right)')",False,0.037037037037037035,2,54
l29_247,0.4444444444444444,0.4444444444444444,0.0,"('answer_0(top)', 'answer_2(right)', 'answer_3(bottom)', 'answer_1(left)')","('answer_0(top)', 'answer_2(right)', 'answer_3(bottom)', 'answer_1(left)')",False,0.0,0,54
l7_183,0.5185185185185185,0.5185185185185185,0.0,"('answer_0(top)', 'answer_1(left)', 'answer_3(bottom)', 'answer_2(right)')","('answer_0(top)', 'answer_1(left)', 'answer_3(bottom)', 'answer_2(right)')",False,0.037037037037037035,2,54
l6_176,0.3333333333333333,0.37037037037037035,0.037037037037037035,"('answer_0(top)', 'answer_2(right)', 'answer_3(bottom)', 'answer_1(left)')","('answer_0(top)', 'answer_2(right)', 'answer_3(bottom)', 'answer_1(left)')",False,0.09259259259259259,5,54
l14_212,0.25925925925925924,0.2777777777777778,0.018518518518518545,"('answer_0(top)', 'answer_2(right)', 'answer_1(left)', 'answer_3(bottom)')","('answer_0(top)', 'answer_2(right)', 'answer_1(left)', 'answer_3(bottom)')",False,0.018518518518518517,1,54
l31_251,0.37037037037037035,0.42592592592592593,0.05555555555555558,"('answer_0(top)', 'answer_1(left)', 'answer_3(bottom)', 'answer_2(right)')","('answer_0(top)', 'answer_1(left)', 'answer_3(bottom)', 'answer_2(right)')",False,0.05555555555555555,3,54
l42_297,0.37037037037037035,0.46296296296296297,0.09259259259259262,"('answer_0(top)', 'answer_2(right)', 'answer_3(bottom)', 'answer_1(left)')","('answer_0(top)', 'answer_2(right)', 'answer_3(bottom)', 'answer_1(left)')",False,0.14814814814814814,8,54
l46_311,0.35185185185185186,0.35185185185185186,0.0,"('answer_0(top)', 'answer_1(left)', 'answer_3(bottom)', 'answer_2(right)')","('answer_0(top)', 'answer_1(left)', 'answer_3(bottom)', 'answer_2(right)')",False,0.0,0,54
l4_169,0.7222222222222222,0.7222222222222222,0.0,"('answer_0(top)', 'answer_2(right)', 'answer_3(bottom)', 'answer_1(left)')","('answer_0(top)', 'answer_2(right)', 'answer_3(bottom)', 'answer_1(left)')",False,0.0,0,54
l27_270,0.6851851851851852,0.7037037037037037,0.01851851851851849,"('answer_0(top)', 'answer_2(right)', 'answer_3(bottom)', 'answer_1(left)')","('answer_0(top)', 'answer_2(right)', 'answer_3(bottom)', 'answer_1(left)')",False,0.037037037037037035,2,54
l30_249,0.6111111111111112,0.6111111111111112,0.0,"('answer_0(top)', 'answer_2(right)', 'answer_3(bottom)', 'answer_1(left)')","('answer_0(top)', 'answer_2(right)', 'answer_3(bottom)', 'answer_1(left)')",False,0.0,0,54
l19_225,0.5185185185185185,0.5185185185185185,0.0,"('answer_0(top)', 'answer_1(left)', 'answer_3(bottom)', 'answer_2(right)')","('answer_0(top)', 'answer_1(left)', 'answer_3(bottom)', 'answer_2(right)')",False,0.0,0,54
l18_222,0.6481481481481481,0.6481481481481481,0.0,"('answer_0(top)', 'answer_1(left)', 'answer_3(bottom)', 'answer_2(right)')","('answer_0(top)', 'answer_1(left)', 'answer_3(bottom)', 'answer_2(right)')",False,0.0,0,54
l8_185,0.2777777777777778,0.3148148148148148,0.037037037037037035,"('answer_0(top)', 'answer_1(left)', 'answer_2(right)', 'answer_3(bottom)')","('answer_0(top)', 'answer_1(left)', 'answer_3(bottom)', 'answer_2(right)')",True,0.2037037037037037,11,54
l2_160,0.4444444444444444,0.46296296296296297,0.018518518518518545,"('answer_0(top)', 'answer_1(left)', 'answer_3(bottom)', 'answer_2(right)')","('answer_0(top)', 'answer_1(left)', 'answer_3(bottom)', 'answer_2(right)')",False,0.05555555555555555,3,54
l12_204,0.5185185185185185,0.5555555555555556,0.03703703703703709,"('answer_0(top)', 'answer_1(left)', 'answer_3(bottom)', 'answer_2(right)')","('answer_0(top)', 'answer_1(left)', 'answer_3(bottom)', 'answer_2(right)')",False,0.037037037037037035,2,54
l43_302,0.5185185185185185,0.5925925925925926,0.07407407407407407,"('answer_0(top)', 'answer_2(right)', 'answer_3(bottom)', 'answer_1(left)')","('answer_0(top)', 'answer_2(right)', 'answer_3(bottom)', 'answer_1(left)')",False,0.18518518518518517,10,54
l35_264,0.42592592592592593,0.46296296296296297,0.037037037037037035,"('answer_0(top)', 'answer_2(right)', 'answer_3(bottom)', 'answer_1(left)')","('answer_0(top)', 'answer_2(right)', 'answer_3(bottom)', 'answer_1(left)')",False,0.07407407407407407,4,54
l39_289,0.3888888888888889,0.4074074074074074,0.01851851851851849,"('answer_0(top)', 'answer_2(right)', 'answer_3(bottom)', 'answer_1(left)')","('answer_0(top)', 'answer_2(right)', 'answer_3(bottom)', 'answer_1(left)')",False,0.1111111111111111,6,54
l24_236,0.6851851851851852,0.7777777777777778,0.09259259259259256,"('answer_0(top)', 'answer_2(right)', 'answer_3(bottom)', 'answer_1(left)')","('answer_0(top)', 'answer_2(right)', 'answer_3(bottom)', 'answer_1(left)')",False,0.1111111111111111,6,54
l32_255,0.6296296296296297,0.6666666666666666,0.03703703703703698,"('answer_0(top)', 'answer_2(right)', 'answer_3(bottom)', 'answer_1(left)')","('answer_0(top)', 'answer_2(right)', 'answer_3(bottom)', 'answer_1(left)')",False,0.05555555555555555,3,54
l25_238,0.6296296296296297,0.6296296296296297,0.0,"('answer_0(top)', 'answer_1(left)', 'answer_2(right)', 'answer_3(bottom)')","('answer_0(top)', 'answer_1(left)', 'answer_2(right)', 'answer_3(bottom)')",False,0.018518518518518517,1,54
l44_305,0.6296296296296297,0.6296296296296297,0.0,"('answer_0(top)', 'answer_2(right)', 'answer_3(bottom)', 'answer_1(left)')","('answer_0(top)', 'answer_2(right)', 'answer_3(bottom)', 'answer_1(left)')",False,0.0,0,54
l5_175,0.4074074074074074,0.5370370370370371,0.1296296296296297,"('answer_0(top)', 'answer_2(right)', 'answer_3(bottom)', 'answer_1(left)')","('answer_0(top)', 'answer_2(right)', 'answer_3(bottom)', 'answer_1(left)')",False,0.14814814814814814,8,54
l48_315,0.46296296296296297,0.46296296296296297,0.0,"('answer_0(top)', 'answer_1(left)', 'answer_3(bottom)', 'answer_2(right)')","('answer_0(top)', 'answer_1(left)', 'answer_3(bottom)', 'answer_2(right)')",False,0.0,0,54
l26_239,0.5370370370370371,0.5370370370370371,0.0,"('answer_0(top)', 'answer_2(right)', 'answer_3(bottom)', 'answer_1(left)')","('answer_0(top)', 'answer_2(right)', 'answer_3(bottom)', 'answer_1(left)')",False,0.0,0,54
l28_242,0.5370370370370371,0.5555555555555556,0.01851851851851849,"('answer_0(top)', 'answer_2(right)', 'answer_3(bottom)', 'answer_1(left)')","('answer_0(top)', 'answer_2(right)', 'answer_3(bottom)', 'answer_1(left)')",False,0.037037037037037035,2,54
l17_493,0.2777777777777778,0.2962962962962963,0.01851851851851849,"('answer_0(top)', 'answer_2(right)', 'answer_3(bottom)', 'answer_1(left)')","('answer_0(top)', 'answer_2(right)', 'answer_3(bottom)', 'answer_1(left)')",False,0.1111111111111111,6,54
l54_499,0.48148148148148145,0.5,0.018518518518518545,"('answer_0(top)', 'answer_2(right)', 'answer_3(bottom)', 'answer_1(left)')","('answer_0(top)', 'answer_2(right)', 'answer_3(bottom)', 'answer_1(left)')",False,0.018518518518518517,1,54
l10_494,0.7592592592592593,0.7592592592592593,0.0,"('answer_0(top)', 'answer_2(right)', 'answer_3(bottom)', 'answer_1(left)')","('answer_0(top)', 'answer_2(right)', 'answer_3(bottom)', 'answer_1(left)')",False,0.018518518518518517,1,54
l51_497,0.6851851851851852,0.7222222222222222,0.03703703703703698,"('answer_0(top)', 'answer_2(right)', 'answer_3(bottom)', 'answer_1(left)')","('answer_0(top)', 'answer_2(right)', 'answer_3(bottom)', 'answer_1(left)')",False,0.037037037037037035,2,54
l53_498,0.5370370370370371,0.5370370370370371,0.0,"('answer_0(top)', 'answer_2(right)', 'answer_3(bottom)', 'answer_1(left)')","('answer_0(top)', 'answer_2(right)', 'answer_3(bottom)', 'answer_1(left)')",False,0.018518518518518517,1,54
l60_505,0.35185185185185186,0.35185185185185186,0.0,"('answer_0(top)', 'answer_1(left)', 'answer_2(right)', 'answer_3(bottom)')","('answer_0(top)', 'answer_1(left)', 'answer_2(right)', 'answer_3(bottom)')",False,0.0,0,54
l58_503,0.7037037037037037,0.7037037037037037,0.0,"('answer_0(top)', 'answer_1(left)', 'answer_3(bottom)', 'answer_2(right)')","('answer_0(top)', 'answer_1(left)', 'answer_3(bottom)', 'answer_2(right)')",False,0.0,0,54
l59_504,0.3333333333333333,0.3333333333333333,0.0,"('answer_0(top)', 'answer_2(right)', 'answer_3(bottom)', 'answer_1(left)')","('answer_0(top)', 'answer_2(right)', 'answer_3(bottom)', 'answer_1(left)')",False,0.018518518518518517,1,54
l55_500,0.7407407407407407,0.7592592592592593,0.0185185185185186,"('answer_0(top)', 'answer_1(left)', 'answer_3(bottom)', 'answer_2(right)')","('answer_0(top)', 'answer_1(left)', 'answer_3(bottom)', 'answer_2(right)')",False,0.037037037037037035,2,54
l57_501,0.2777777777777778,0.3333333333333333,0.055555555555555525,"('answer_1(left)', 'answer_0(top)', 'answer_2(right)', 'answer_3(bottom)')","('answer_1(left)', 'answer_0(top)', 'answer_2(right)', 'answer_3(bottom)')",False,0.09259259259259259,5,54
l56_487,0.16666666666666666,0.25925925925925924,0.09259259259259259,"('answer_0(top)', 'answer_2(right)', 'answer_3(bottom)', 'answer_1(left)')","('answer_0(top)', 'answer_2(right)', 'answer_3(bottom)', 'answer_1(left)')",False,0.2222222222222222,12,54
l49_510,0.6851851851851852,0.6851851851851852,0.0,"('answer_0(top)', 'answer_2(right)', 'answer_3(bottom)', 'answer_1(left)')","('answer_0(top)', 'answer_2(right)', 'answer_3(bottom)', 'answer_1(left)')",False,0.018518518518518517,1,54
l11_342,0.42592592592592593,0.4444444444444444,0.01851851851851849,"('answer_0(top)', 'answer_2(right)', 'answer_3(bottom)', 'answer_1(left)')","('answer_0(top)', 'answer_2(right)', 'answer_3(bottom)', 'answer_1(left)')",False,0.07407407407407407,4,54
l21_363,0.7222222222222222,0.7962962962962963,0.07407407407407407,"('answer_0(top)', 'answer_1(left)', 'answer_3(bottom)', 'answer_2(right)')","('answer_0(top)', 'answer_1(left)', 'answer_3(bottom)', 'answer_2(right)')",False,0.09259259259259259,5,54
l12_343,0.7222222222222222,0.7592592592592593,0.03703703703703709,"('answer_0(top)', 'answer_2(right)', 'answer_3(bottom)', 'answer_1(left)')","('answer_0(top)', 'answer_2(right)', 'answer_3(bottom)', 'answer_1(left)')",False,0.05555555555555555,3,54
l7_333,0.5925925925925926,0.6111111111111112,0.0185185185185186,"('answer_0(top)', 'answer_2(right)', 'answer_3(bottom)', 'answer_1(left)')","('answer_0(top)', 'answer_2(right)', 'answer_3(bottom)', 'answer_1(left)')",False,0.018518518518518517,1,54
l22_364,0.6296296296296297,0.6296296296296297,0.0,"('answer_0(top)', 'answer_1(left)', 'answer_3(bottom)', 'answer_2(right)')","('answer_0(top)', 'answer_1(left)', 'answer_3(bottom)', 'answer_2(right)')",False,0.018518518518518517,1,54
l33_391,0.5740740740740741,0.5740740740740741,0.0,"('answer_0(top)', 'answer_2(right)', 'answer_3(bottom)', 'answer_1(left)')","('answer_0(top)', 'answer_2(right)', 'answer_3(bottom)', 'answer_1(left)')",False,0.037037037037037035,2,54
l24_370,0.5925925925925926,0.6296296296296297,0.03703703703703709,"('answer_0(top)', 'answer_2(right)', 'answer_3(bottom)', 'answer_1(left)')","('answer_0(top)', 'answer_2(right)', 'answer_3(bottom)', 'answer_1(left)')",False,0.05555555555555555,3,54
l15_351,0.6111111111111112,0.6296296296296297,0.01851851851851849,"('answer_0(top)', 'answer_1(left)', 'answer_3(bottom)', 'answer_2(right)')","('answer_0(top)', 'answer_1(left)', 'answer_3(bottom)', 'answer_2(right)')",False,0.07407407407407407,4,54
l26_376,0.25925925925925924,0.2777777777777778,0.018518518518518545,"('answer_0(top)', 'answer_1(left)', 'answer_3(bottom)', 'answer_2(right)')","('answer_0(top)', 'answer_1(left)', 'answer_3(bottom)', 'answer_2(right)')",False,0.09259259259259259,5,54
l30_385,0.4444444444444444,0.4444444444444444,0.0,"('answer_0(top)', 'answer_2(right)', 'answer_3(bottom)', 'answer_1(left)')","('answer_0(top)', 'answer_2(right)', 'answer_3(bottom)', 'answer_1(left)')",False,0.018518518518518517,1,54
l27_377,0.6296296296296297,0.6481481481481481,0.01851851851851849,"('answer_0(top)', 'answer_2(right)', 'answer_3(bottom)', 'answer_1(left)')","('answer_0(top)', 'answer_2(right)', 'answer_3(bottom)', 'answer_1(left)')",False,0.037037037037037035,2,54
l23_371,0.5,0.5,0.0,"('answer_1(left)', 'answer_0(top)', 'answer_2(right)', 'answer_3(bottom)')","('answer_1(left)', 'answer_0(top)', 'answer_2(right)', 'answer_3(bottom)')",False,0.037037037037037035,2,54
l13_347,0.6111111111111112,0.6111111111111112,0.0,"('answer_0(top)', 'answer_1(left)', 'answer_3(bottom)', 'answer_2(right)')","('answer_0(top)', 'answer_1(left)', 'answer_3(bottom)', 'answer_2(right)')",False,0.0,0,54
l6_330,0.3888888888888889,0.4074074074074074,0.01851851851851849,"('answer_0(top)', 'answer_2(right)', 'answer_3(bottom)', 'answer_1(left)')","('answer_0(top)', 'answer_2(right)', 'answer_3(bottom)', 'answer_1(left)')",False,0.07407407407407407,4,54
l20_361,0.48148148148148145,0.5,0.018518518518518545,"('answer_0(top)', 'answer_2(right)', 'answer_3(bottom)', 'answer_1(left)')","('answer_0(top)', 'answer_2(right)', 'answer_3(bottom)', 'answer_1(left)')",False,0.018518518518518517,1,54
l14_349,0.46296296296296297,0.46296296296296297,0.0,"('answer_0(top)', 'answer_2(right)', 'answer_3(bottom)', 'answer_1(left)')","('answer_0(top)', 'answer_2(right)', 'answer_3(bottom)', 'answer_1(left)')",False,0.0,0,54
l19_359,0.4074074074074074,0.4444444444444444,0.037037037037037035,"('answer_0(top)', 'answer_1(left)', 'answer_3(bottom)', 'answer_2(right)')","('answer_0(top)', 'answer_1(left)', 'answer_3(bottom)', 'answer_2(right)')",False,0.037037037037037035,2,54
l28_379,0.4074074074074074,0.4444444444444444,0.037037037037037035,"('answer_0(top)', 'answer_1(left)', 'answer_3(bottom)', 'answer_2(right)')","('answer_0(top)', 'answer_1(left)', 'answer_3(bottom)', 'answer_2(right)')",False,0.09259259259259259,5,54
l18_358,0.24074074074074073,0.3148148148148148,0.0740740740740741,"('answer_0(top)', 'answer_2(right)', 'answer_3(bottom)', 'answer_1(left)')","('answer_0(top)', 'answer_2(right)', 'answer_3(bottom)', 'answer_1(left)')",False,0.18518518518518517,10,54
l29_383,0.2777777777777778,0.2962962962962963,0.01851851851851849,"('answer_0(top)', 'answer_2(right)', 'answer_3(bottom)', 'answer_1(left)')","('answer_0(top)', 'answer_2(right)', 'answer_3(bottom)', 'answer_1(left)')",False,0.09259259259259259,5,54
